,Unnamed: 0,Application ID,Project Name,Name of Approved Vendor,group,lat,lon,Size (kW AC),Address,Ordinal,Lottery Status,Block,Queue Number,Small Subscribers,formatted_address,accuracy,type,clean_add,man_update,town,lat_deg_dec_min,lon_deg_dec_min,area_ov,field_ID,shape_file_ID,CALCACRES,geometry
19,874,1649,Capron 2,"DG Illinois Solar, LLC",B,42.393056,-88.727778,2000.0,"42.393056, -88.727778, Capron 61012",141,Waitlist,,,Yes,,,,,, Capron 61012,,,335.7661799893738,3506,3,27.87,"POLYGON ((851726.3403550489 4702691.763274168, 851745.6872843578 4702388.654303301, 851677.8824631062 4702386.450014539, 851684.9748811552 4702286.241918163, 851452.0409105107 4702281.228886711, 851444.8530253061 4702373.780168904, 851427.4329734483 4702673.703924025, 851726.3403550489 4702691.763274168))"
20,918,1641,Capron 1,"DG Illinois Solar, LLC",B,42.393056,-88.727778,2000.0,"42.393056, -88.727778, Capron 61012",433,Waitlist,,,Yes,,,,,, Capron 61012,,,335.7661799893738,3506,3,27.87,"POLYGON ((851726.3403550489 4702691.763274168, 851745.6872843578 4702388.654303301, 851677.8824631062 4702386.450014539, 851684.9748811552 4702286.241918163, 851452.0409105107 4702281.228886711, 851444.8530253061 4702373.780168904, 851427.4329734483 4702673.703924025, 851726.3403550489 4702691.763274168))"
21,883,4804,Grismer Family Limited Partnership CSG 1,"St. Clair Solar, LLC",B,42.227694444444396,-88.8581111111111,2000.0,"42°13'39.7""N, 88°51'29.2""W, Belvidere 61008",210,Waitlist,,18-01129,Yes,,,,,, Belvidere 61008,,,2822.893641482766,4386,3,143.58,"POLYGON ((842362.8812298599 4683696.461664642, 842399.3128439661 4682895.183410454, 841867.8118209676 4682871.227490116, 841865.9551990509 4682907.691133465, 841857.565045055 4682927.975926047, 841835.5229020922 4682930.398433018, 841812.9226018104 4682940.733375682, 841794.4185114228 4682949.370070182, 841759.0979538563 4682956.819476703, 841742.4337409659 4682967.573149693, 841723.5109854015 4682982.144900676, 841713.561149523 4682996.355021329, 841695.9071221362 4683007.040862383, 841678.6021734963 4683012.778313126, 841661.0868538247 4683021.483723039, 841646.8314422478 4683040.360094669, 841636.0568434568 4683080.360617161, 841619.9869703141 4683124.957573697, 841583.5955961533 4683207.879883339, 841569.340355725 4683477.876464585, 841685.727105319 4683488.52830053, 841675.8730097234 4683658.205238648, 842362.8812298599 4683696.461664642))"
0,274,4123,North Mt. Carroll,"Bluestem Energy Solutions, LLC",A,42.138969200000005,-89.9675957,498.0,"13965 Meyers Rd, Mt. Carroll, IL  61053",360,Waitlist,,North Mt. Carroll Project,Yes,"13965 Meyers Rd, Mt Carroll, IL 61053, USA",RANGE_INTERPOLATED,street_address,"13965 Meyers Rd, Mt. Carroll, IL  61053",0.0,,,,2818.513924305373,3397,7,88.0,"POLYGON ((751324.6709249323 4670407.57033243, 751313.3044493692 4670291.642722376, 751331.3264629375 4670216.51992341, 751337.1739446148 4670198.228710917, 751333.5663258547 4670182.063704216, 751328.7581200332 4670171.402192941, 751322.7611139411 4670157.34966394, 751314.9457688523 4670119.689123586, 751314.1610030534 4670107.357029225, 751317.3456654217 4670094.477371437, 751330.8081446884 4670061.153271788, 751412.7158801485 4670062.335375781, 751436.1069292838 4670062.673192022, 751717.4700872039 4670066.736070175, 751731.8692486204 4670079.208838482, 751739.0124133483 4670108.87622952, 751735.2877450943 4670132.955209635, 751724.0718745857 4670153.778814619, 751703.2658477704 4670159.952937633, 751682.9796612104 4670155.641187539, 751671.8901506076 4670153.272300888, 751662.6638536486 4670157.715424402, 751655.4371182063 4670169.938568631, 751655.4550529445 4670187.764674418, 751640.269934686 4670204.520215969, 751626.9762331017 4670212.496522299, 751616.2768853159 4670220.033951533, 751590.2723935767 4670245.561577184, 751497.6794493238 4670312.887992594, 751411.0891383521 4670349.456599613, 751402.3574600373 4670364.742675924, 751398.7530325702 4670379.767245719, 751392.2640100491 4670410.171838865, 751722.6589186215 4670421.688819217, 751749.1393597655 4670037.071825304, 751293.6748943207 4670027.980756585, 751276.0262238659 4670025.465818337, 751267.2654138757 4669951.002506151, 751281.4510547066 4669930.358040581, 751295.1917154538 4669916.04721798, 751297.4220053595 4669884.373333199, 751291.8712358193 4669854.699954633, 751306.413827287 4669828.985809058, 751334.6428078543 4669825.880714264, 751353.7452828404 4669833.262944553, 751367.6006403873 4669846.026154676, 751400.0168257094 4669840.761731112, 751431.1375031036 4669832.767451295, 751464.522409167 4669828.752194374, 751510.1324721265 4669831.963745811, 751552.0300122373 4669833.64068646, 751577.7252373963 4669830.357165313, 751597.9653598696 4669829.143701706, 751636.8442888834 4669831.391057275, 751655.4418348087 4669844.649625173, 751675.7355062251 4669869.627810306, 751695.7772898646 4669873.06812989, 751723.8915370964 4669885.120101009, 751751.2711171824 4669934.785135087, 751761.1017762548 4669671.088005221, 751744.946401427 4669676.523024444, 751729.1359360755 4669702.147061703, 751724.835999902 4669745.133211936, 751695.4291745322 4669746.882225408, 751533.5480012356 4669749.489041212, 751463.2430266837 4669753.451109302, 751395.4898981432 4669775.41862549, 751373.5955529906 4669778.968777766, 751363.8510502798 4669776.164321037, 751363.7098180759 4669756.628333195, 751368.7233948078 4669703.507039495, 751378.054866357 4669625.22581273, 751371.7022272529 4669606.953750079, 751385.9929694039 4669589.129672045, 751368.6901181997 4669585.561471173, 751321.7928582873 4669587.205842957, 751136.3729936905 4669580.762968606, 751121.7231794293 4669584.152561022, 751141.2841413902 4669591.629157206, 751154.3461053963 4669601.83515463, 751157.005241574 4669636.398635677, 751155.2492635372 4669657.066160705, 751156.0798460752 4669673.560882242, 751155.6140458626 4669692.32123768, 751163.858001298 4669701.81407106, 751180.8811468837 4669713.198260778, 751185.3423892185 4669740.249481452, 751191.4093398917 4669744.496254589, 751203.7628522369 4669745.115464771, 751212.500847867 4669752.347333704, 751221.119579641 4669774.599527957, 751217.6225594098 4669806.182182301, 751219.2002748472 4669828.353645575, 751219.7834454732 4669834.479982739, 751223.1089731239 4669844.856602744, 751219.6549753018 4669850.698668944, 751213.3865375455 4669853.299922724, 751209.4925392185 4669850.996639342, 751209.1508790809 4669870.242949167, 751195.7612557779 4669887.555952925, 751190.8723373972 4669899.382249481, 751198.220404327 4669895.842474775, 751213.2737532875 4669883.718351172, 751230.912805281 4669863.660921045, 751243.6774952626 4669869.631462486, 751245.9234601146 4669880.945615438, 751242.9815393203 4669893.923562779, 751253.0729641671 4669894.63414143, 751252.7402061955 4669904.143643111, 751247.1371533754 4669911.39029134, 751226.8665203392 4669909.962948688, 751211.128295249 4669916.493927053, 751207.076913785 4669937.852978606, 751211.5211723268 4669947.077287679, 751214.6525392707 4669964.952096645, 751206.010649438 4669972.457945449, 751193.6869585984 4669974.632808486, 751187.4749295609 4669962.024842038, 751163.1999596746 4669946.22215389, 751149.8360148012 4669949.232048854, 751138.0401844956 4669941.903142205, 751137.5687396014 4669936.197712967, 751158.6053173629 4669925.508455754, 751167.2481252151 4669918.003674473, 751167.1728147304 4669910.943667796, 751156.3949854823 4669901.27339231, 751145.6701671999 4669893.156741038, 751130.8319415734 4669902.254367977, 751113.8168518269 4669899.028175089, 751105.7999932152 4669883.249506179, 751086.755471347 4669874.632252436, 751072.4446071642 4669860.892632934, 751062.5539276848 4669850.739474051, 751054.333007935 4669846.885394719, 751037.2288968274 4669843.756205487, 751005.8568833892 4669839.36171008, 750981.0471141224 4669834.884922551, 750982.2718553848 4669817.491336513, 750937.6102466196 4669800.144969344, 750942.4021391727 4669778.633614979, 750907.0763134204 4669768.400813056, 750873.7608994916 4669753.322079437, 750856.8846580751 4669679.655187023, 750829.3524052318 4669745.19564034, 750815.4164145924 4669744.214373033, 750803.4249247066 4669697.535214227, 750775.6878767286 4669677.097903481, 750687.0794311957 4669656.148012282, 750665.0960052721 4669660.966062412, 750661.4025304364 4669677.257428333, 750659.6184267957 4669702.595543638, 750641.5239291781 4669706.414220179, 750627.9447917368 4669700.365339607, 750634.4926903885 4669636.786115294, 750631.1912352637 4669600.012206618, 750640.9246307028 4669560.84279853, 750595.6472281001 4669557.085379611, 750570.6859775241 4669658.456866941, 750567.4464046155 4669681.970162568, 750557.6600556027 4669753.028589746, 750556.5263758432 4669836.002559615, 750562.0147235682 4669828.319824889, 750567.6034980929 4669826.528884792, 750620.8683598997 4669830.279454216, 750648.3157925615 4669845.033219147, 750668.2946553081 4669844.62245605, 750742.4006756177 4669840.928220849, 750770.718600795 4669836.557248396, 750817.5050502515 4669841.123838304, 750874.6465377825 4669841.04810681, 750959.0420498657 4669856.182744652, 751014.2688687027 4669885.535326174, 751066.4264249953 4669925.560134846, 751100.5374823135 4669953.088084527, 751116.5375517409 4669958.584691629, 751132.1932182705 4669968.972382682, 751157.9146703428 4669991.539647351, 751176.7438832863 4670007.016026564, 751183.9196675121 4670025.598684196, 750554.1298359021 4670003.397064901, 750551.4213483153 4670025.303635606, 751116.9662663834 4670042.275784298, 751135.9676008357 4670054.99433892, 751134.9881989365 4670084.421387631, 751123.0880552352 4670100.000615197, 751090.1473341376 4670097.681039303, 751056.9642755862 4670090.944362306, 751015.3103373994 4670093.684461965, 750949.9842073516 4670099.269951987, 750913.5448336541 4670110.887563648, 750826.5192085446 4670121.145547763, 750720.4495276751 4670107.122020483, 750633.8686883671 4670095.562590209, 750626.6405006116 4670099.948857813, 750626.5045907516 4670107.061114676, 750636.6478603836 4670119.221025141, 750655.9370139574 4670134.584374473, 750642.9111121233 4670138.759874973, 750581.3670527398 4670126.786987676, 750549.0428958248 4670117.92132149, 750546.8911059974 4670166.374420184, 750551.8180648814 4670166.721365475, 750620.1879761555 4670168.532302581, 750647.5075002766 4670169.441541709, 750657.6858476856 4670163.990836806, 750698.4944700953 4670163.044920132, 750720.8527198754 4670170.985278104, 750742.0840593087 4670166.00010986, 750753.4600816495 4670162.703919808, 750767.5268714358 4670164.67492547, 750783.3772221857 4670169.022163928, 750804.9146508586 4670170.53877951, 750850.6125547609 4670172.483529579, 750874.3269673437 4670179.246207519, 750925.8918292627 4670176.874240749, 750980.6402334009 4670170.181047309, 751024.780064779 4670169.638111154, 751064.2822186768 4670170.391669648, 751112.4892370035 4670178.192346487, 751125.8909947407 4670186.775235911, 751104.6507202659 4670317.252686387, 751099.9613936759 4670397.240003377, 751324.6709249323 4670407.57033243), (751236.0027097004 4669822.412878215, 751244.4826026328 4669795.623226029, 751247.9032701207 4669773.938044055, 751241.105674926 4669759.92142444, 751232.3373793488 4669739.779017975, 751221.2439868344 4669718.586677221, 751217.1155032886 4669680.089090012, 751224.169729637 4669658.952491844, 751224.7941642499 4669650.084090258, 751230.3137086157 4669627.307585241, 751259.0359120987 4669597.74766144, 751271.8363474053 4669600.790321757, 751272.6991347788 4669618.678825553, 751266.0183307942 4669633.828637128, 751246.9684380661 4669652.267968637, 751241.0051175822 4669672.135005951, 751238.1666623314 4669687.132292038, 751239.1187062721 4669703.752877785, 751242.8787760007 4669722.694512832, 751248.4980982052 4669738.595101739, 751257.17011692 4669759.492645429, 751265.1523997799 4669775.777168713, 751265.2808431096 4669795.565869941, 751251.9746681486 4669826.073882777, 751236.0027097004 4669822.412878215), (751318.8856617669 4669724.188624403, 751308.5187691752 4669762.927777334, 751301.3101408356 4669792.976926273, 751286.1445324881 4669789.410800129, 751286.8919975553 4669762.678179685, 751284.5740410971 4669727.327621751, 751288.404151035 4669697.036578653, 751301.2476942752 4669659.315933765, 751316.3995415271 4669637.036171131, 751330.823438204 4669654.667495429, 751327.9489478536 4669668.695834381, 751321.467935667 4669697.666390782, 751318.8856617669 4669724.188624403))"
1,370,4058,Mt. Carroll Solar Farm,"Bluestem Energy Solutions, LLC",A,42.0702315,-89.9866722,1992.0,"9965 Mill Rd, Mt. Carroll, IL  61053",483,Waitlist,,Mt. Carroll Project,Yes,"9965 Mill Rd, Mt Carroll, IL 61053, USA",RANGE_INTERPOLATED,street_address,"9965 Mill Rd, Mt. Carroll, IL  61053",0.0,,,,2147.847449076701,3025,7,26.73,"POLYGON ((749374.0674108154 4662123.227082714, 749416.676647153 4662114.763951823, 749462.1640625376 4662116.322542335, 749467.1098152386 4662131.227411161, 749576.1072510523 4662110.696153916, 749691.4313800266 4662082.468512178, 749665.2495067971 4661854.533463984, 749564.9624790756 4661847.822501263, 749562.4188745855 4661859.631370715, 749552.7797924411 4661881.161652905, 749542.5475269286 4661886.492155355, 749533.0546390769 4661887.537894484, 749525.0139058984 4661880.121510752, 749519.6345895268 4661859.192305028, 749498.5312131286 4661837.879236691, 749490.6383696406 4661833.919803416, 749285.5296394312 4661823.007058478, 749276.911991657 4662118.675793786, 749312.9953006378 4662120.045267845, 749360.1751681349 4662121.613607339, 749374.0674108154 4662123.227082714))"
0,22,2736,IL-17-0068 - IL FEJA -Wolf/Wertz site 2,"Forefront Power, LLC",A,40.027014799999996,-88.0469174,2000.0,"2200 County Rd 1000 N, Sidney, IL  61877",27,Accepted,3.0,,Yes,"2200 County Rd 1000 N, Sidney, IL 61877, USA",RANGE_INTERPOLATED,street_address,"2200 County Rd 1000 N, Sidney, IL  61877",0.0,,,,2822.893641482766,17786,9,89.78,"POLYGON ((922908.6420350382 4443615.417883747, 922932.8357058673 4443606.675809835, 922934.6663139868 4443579.575491232, 922926.180165629 4443574.238440717, 922925.7849109239 4443542.322382179, 922887.4341869929 4443543.558563154, 922841.8367794517 4443514.952996962, 922765.9377022794 4443509.265693828, 922757.7522133205 4443479.374631287, 922755.3817049835 4443455.035899421, 922738.3767489481 4443442.407114454, 922740.8640772614 4443405.583561121, 922761.6894442739 4443402.187273012, 922766.8301436929 4443381.767803807, 922771.5381442111 4443356.869670117, 922793.9820403521 4443358.447945747, 922828.9670343915 4443357.820993039, 922847.2790646333 4443299.115020736, 922850.1093989802 4443257.212294716, 922831.1652024304 4443235.52354803, 922781.7305905048 4443230.908925544, 922781.5915660511 4443195.182525218, 922791.9380414081 4443174.196650929, 922932.0269447106 4443196.414569192, 922917.5909489202 4443391.951202665, 922993.5518587331 4443397.082119572, 923004.118108006 4443221.766442195, 923013.1914376069 4443059.105664659, 923033.2174508742 4442714.77637539, 922960.2449530357 4442709.847946012, 922957.6399568387 4442786.206441125, 922903.5373014428 4442794.032554075, 922909.8834870609 4442700.068761486, 923033.6563564811 4442707.221870971, 923044.8176608151 4442515.29454317, 922740.017559625 4442457.718163997, 922650.4636115101 4442442.741161665, 922635.0980770427 4442736.359773551, 922633.1055207166 4442774.353654081, 922615.1692006021 4443116.409820477, 922609.8961176148 4443250.13703551, 922643.4291329521 4443318.618143077, 922671.1759294202 4443342.177015577, 922667.8998757154 4443409.561945558, 922663.3186185341 4443420.732625081, 922632.810438704 4443456.938969654, 922634.6302535618 4443505.533539036, 922650.6059194445 4443533.399635728, 922662.514865936 4443564.818756354, 922664.1799529594 4443596.819482189, 922687.9457990669 4443622.660693139, 922810.2733214609 4443624.546026462, 922826.2826250957 4443614.147295048, 922844.3336651202 4443592.40631941, 922818.6118040802 4443576.637525702, 922818.0282042274 4443566.393522711, 922846.1348204348 4443565.741954966, 922878.2914313128 4443580.668833808, 922908.6420350382 4443615.417883747))"
1,266,2735,IL-17-0067 - IL FEJA - Wolf/Wertz - Sidney Site 1 of 2,"Forefront Power, LLC",A,40.027014799999996,-88.0469174,2000.0,"2200 County Rd 1000 N, Sidney, IL  61877",348,Waitlist,,,Yes,"2200 County Rd 1000 N, Sidney, IL 61877, USA",RANGE_INTERPOLATED,street_address,"2200 County Rd 1000 N, Sidney, IL  61877",0.0,,,,2822.893641482766,17786,9,89.78,"POLYGON ((922908.6420350382 4443615.417883747, 922932.8357058673 4443606.675809835, 922934.6663139868 4443579.575491232, 922926.180165629 4443574.238440717, 922925.7849109239 4443542.322382179, 922887.4341869929 4443543.558563154, 922841.8367794517 4443514.952996962, 922765.9377022794 4443509.265693828, 922757.7522133205 4443479.374631287, 922755.3817049835 4443455.035899421, 922738.3767489481 4443442.407114454, 922740.8640772614 4443405.583561121, 922761.6894442739 4443402.187273012, 922766.8301436929 4443381.767803807, 922771.5381442111 4443356.869670117, 922793.9820403521 4443358.447945747, 922828.9670343915 4443357.820993039, 922847.2790646333 4443299.115020736, 922850.1093989802 4443257.212294716, 922831.1652024304 4443235.52354803, 922781.7305905048 4443230.908925544, 922781.5915660511 4443195.182525218, 922791.9380414081 4443174.196650929, 922932.0269447106 4443196.414569192, 922917.5909489202 4443391.951202665, 922993.5518587331 4443397.082119572, 923004.118108006 4443221.766442195, 923013.1914376069 4443059.105664659, 923033.2174508742 4442714.77637539, 922960.2449530357 4442709.847946012, 922957.6399568387 4442786.206441125, 922903.5373014428 4442794.032554075, 922909.8834870609 4442700.068761486, 923033.6563564811 4442707.221870971, 923044.8176608151 4442515.29454317, 922740.017559625 4442457.718163997, 922650.4636115101 4442442.741161665, 922635.0980770427 4442736.359773551, 922633.1055207166 4442774.353654081, 922615.1692006021 4443116.409820477, 922609.8961176148 4443250.13703551, 922643.4291329521 4443318.618143077, 922671.1759294202 4443342.177015577, 922667.8998757154 4443409.561945558, 922663.3186185341 4443420.732625081, 922632.810438704 4443456.938969654, 922634.6302535618 4443505.533539036, 922650.6059194445 4443533.399635728, 922662.514865936 4443564.818756354, 922664.1799529594 4443596.819482189, 922687.9457990669 4443622.660693139, 922810.2733214609 4443624.546026462, 922826.2826250957 4443614.147295048, 922844.3336651202 4443592.40631941, 922818.6118040802 4443576.637525702, 922818.0282042274 4443566.393522711, 922846.1348204348 4443565.741954966, 922878.2914313128 4443580.668833808, 922908.6420350382 4443615.417883747))"
2,60,2709,Madden Creek Solar 1,"Geronimo Energy, LLC",A,40.203268,-88.4634726,2000.0,"1499 E 2850 North Rd, Mahomet, IL  61853",77,Waitlist,,,Yes,"1499 E 2850 North Rd, Mahomet, IL 61853, USA",RANGE_INTERPOLATED,street_address,"1499 E 2850 North Rd, Mahomet, IL  61853",0.0,,,,908.7855770375448,14524,9,2.86,"POLYGON ((886259.3180740383 4460216.390742218, 886264.9395798962 4460120.916113141, 886245.8009356156 4460119.619194501, 886246.6038308837 4460107.770844994, 886242.9571855783 4460107.523732855, 886245.9215033259 4460063.778979068, 886249.568148871 4460064.026089208, 886249.8833174501 4460059.375092, 886233.5660495523 4460059.066505989, 886229.481569247 4460119.341576139, 886166.7411189151 4460115.090009199, 886160.0600564589 4460239.711469409, 886259.3180740383 4460216.390742218))"
3,336,2713,Madden Creek Solar 2,"Geronimo Energy, LLC",A,40.203268,-88.4634726,2000.0,"1499 E 2850 North Rd, Mahomet, IL  61853",438,Waitlist,,,Yes,"1499 E 2850 North Rd, Mahomet, IL 61853, USA",RANGE_INTERPOLATED,street_address,"1499 E 2850 North Rd, Mahomet, IL  61853",0.0,,,,908.7855770375448,14524,9,2.86,"POLYGON ((886259.3180740383 4460216.390742218, 886264.9395798962 4460120.916113141, 886245.8009356156 4460119.619194501, 886246.6038308837 4460107.770844994, 886242.9571855783 4460107.523732855, 886245.9215033259 4460063.778979068, 886249.568148871 4460064.026089208, 886249.8833174501 4460059.375092, 886233.5660495523 4460059.066505989, 886229.481569247 4460119.341576139, 886166.7411189151 4460115.090009199, 886160.0600564589 4460239.711469409, 886259.3180740383 4460216.390742218))"
4,208,1685,"Solar Star Urbana Landfill East, LLC","Solar Star Urbana Landfill East, LLC",A,40.120162,-88.1785457,1850.0,"900 North Smith Road, Urbana, IL  61802",276,Waitlist,,,Yes,"900 N Smith Rd, Urbana, IL 61802, USA",RANGE_INTERPOLATED,street_address,"900 North Smith Road, Urbana, IL  61802",0.0,,,,741.0303978940042,10285,9,12.27,"POLYGON ((910909.8762543274 4452261.627392548, 910922.8470995228 4452069.919662165, 910661.0551127805 4452056.033459474, 910648.3420362892 4452243.931830367, 910909.8762543274 4452261.627392548))"
0,87,3051,"Jayne Solar, LLC","Cypress Creek Renewables, LLC",A,39.55960220000001,-89.3256451,2000.0,"955 County Rd 1100 E, Taylorville, IL  62568",115,Waitlist,,,Yes,"955 County Rd 1100 E, Taylorville, IL 62568, USA",RANGE_INTERPOLATED,street_address,"955 County Rd 1100 E, Taylorville, IL  62568",0.0,,,,660.0309615124943,10129,10,14.93,"POLYGON ((816228.8445287035 4385369.546568329, 816186.0208193613 4385322.826338993, 816129.1306601528 4385278.263217933, 816091.598948778 4385249.00650404, 816040.3755949049 4385195.904791523, 815978.159843816 4385154.806234475, 815939.2565254215 4385149.67470469, 815882.0584123335 4385206.486563745, 815806.5524730938 4385268.950102213, 815706.0214622479 4385324.645877139, 815693.1718992224 4385326.334611206, 815692.1599348057 4385350.869789248, 816175.1565492051 4385366.676420411, 816228.8445287035 4385369.546568329))"
1,90,2378,Taylorville Solar,"Community Power Group, LLC",A,39.562014000000005,-89.336774,2000.0,"1043 E Langleyville Road, Taylorville, IL  62568",119,Waitlist,,Taylorville,Yes,"1043 Langleyville Rd, Taylorville, IL 62568, USA",ROOFTOP,street_address,"1043 E Langleyville Road, Taylorville, IL  62568",0.0,,,,2822.893641482766,13545,10,21.58,"POLYGON ((814863.2942636833 4385761.213746089, 814874.9950123794 4385521.888620681, 814810.1639536365 4385519.335681646, 814813.3031918267 4385453.310199197, 814742.1962470373 4385451.844291121, 814578.2805128065 4385448.46392314, 814561.5757080242 4385751.103157171, 814863.2942636833 4385761.213746089))"
2,102,3010,"South Fork Solar, LLC","Cypress Creek Renewables, LLC",A,39.360390100000004,-89.28801,2000.0,"80 N 1300 East Rd, Nokomis, IL  62075",132,Waitlist,,,Yes,"80 N 1300 East Rd, Nokomis, IL 62075, USA",RANGE_INTERPOLATED,street_address,"80 N 1300 East Rd, Nokomis, IL  62075",0.0,,,,2822.893641482766,17053,10,25.76,"POLYGON ((820180.4579186637 4363279.518811357, 819783.6295048702 4363263.388478216, 819790.0262676746 4363272.450986304, 819797.0168271215 4363283.728510191, 819802.8446008996 4363280.377202014, 819797.1033883402 4363301.567515634, 819794.067050109 4363366.32940026, 819794.9195535445 4363430.077305965, 819812.3365412219 4363436.331706517, 819829.2610970738 4363438.305650975, 819842.8535991502 4363447.650506159, 819851.7988426404 4363449.149556817, 819891.1147609602 4363470.873307477, 819900.1595417557 4363480.265544754, 819920.9547694989 4363482.961501184, 819931.2455058425 4363491.23507872, 819959.1657225923 4363511.522392572, 819974.9245315783 4363519.076673742, 819987.1567966137 4363514.469603713, 819987.2984905506 4363496.049961889, 819972.830729713 4363452.80671135, 819978.3707096078 4363451.00694569, 819988.805077559 4363457.122606429, 820001.6148982714 4363476.404241394, 820002.7700626242 4363507.92007992, 820010.6154369547 4363536.629477372, 820007.0926662295 4363556.99257389, 820018.6074714249 4363579.440761397, 820032.712196755 4363595.556891317, 820045.2336339962 4363602.895725883, 820042.3563919431 4363613.544628898, 820065.3131642402 4363643.259831846, 820085.5344790281 4363665.203294709, 820102.5164527119 4363670.670545283, 820136.838711463 4363676.206686293, 820164.0286732698 4363686.670276117, 820180.4579186637 4363279.518811357))"
