,index,CALCACRES,geometry,index_right,Unnamed: 0,Application ID,Project Name,Name of Approved Vendor,group,lat,lon,Size (kW AC),Address,Ordinal,Lottery Status,Block,Queue Number,Small Subscribers,formatted_address,accuracy,type,clean_add,man_update,town,lat_deg_dec_min,lon_deg_dec_min
152,152,7.46,"POLYGON ((728522.9809969144 4687017.945435816, 728534.1379969144 4686892.190435817, 728538.6399969144 4686800.737435816, 728452.1229969144 4686815.669435816, 728430.7839969144 4686820.842435816, 728410.4639969144 4686841.161435816, 728416.8139969144 4686883.071435817, 728401.3239969144 4686893.139435817, 728399.0339969144 4686911.011435816, 728379.9839969144 4686922.441435816, 728360.6829969144 4686945.209435816, 728368.5539969144 4687029.121435816, 728522.9809969144 4687017.945435816))",152,152,4011,Elizabeth Solar Farm,"Bluestem Energy Solutions, LLC",A,42.3015159,-90.2276244,1992.0,"4801 S. Pleasant Hill Rd, Elizabeth, IL  61028",197,Waitlist,,Elizabeth Project,Yes,"4801 S Pleasant Hill Rd, Elizabeth, IL 61028, USA",ROOFTOP,street_address,"4801 S. Pleasant Hill Rd, Elizabeth, IL  61028",0.0,,,
153,153,24.51,"POLYGON ((709171.2909969144 4702892.681435816, 709223.3819969144 4702728.302435816, 709174.4669969144 4702725.041435816, 709125.5719969145 4702714.881435816, 709119.2229969144 4702711.071435817, 709119.2229969144 4702695.831435816, 709111.6009969144 4702692.021435816, 709100.1709969144 4702695.831435816, 709086.2019969143 4702713.611435817, 709072.2319969144 4702736.471435816, 709062.0719969145 4702742.821435817, 708951.5819969143 4702727.581435816, 708982.0619969144 4702496.440435817, 708988.2869969144 4702496.304435817, 708982.3899969144 4702493.354435816, 708864.2789969144 4702494.623435816, 708860.3039969144 4702493.540435816, 708860.2199969144 4702496.490435816, 708830.6949969144 4702496.490435816, 708805.5299969144 4702897.721435816, 708833.1189969144 4702899.952435816, 709171.2909969144 4702892.681435816))",271,271,4074,Norris Lane Solar Farm,"Bluestem Energy Solutions, LLC",A,42.447041399999996,-90.4595431,830.0,"Across from 11672 W. Norris Lane, address TBD, Galena, IL  61036",354,Waitlist,,Norris Lane Project,Yes,"11672 W Norris Ln, Galena, IL 61036, USA",ROOFTOP,premise,"11672 W. Norris Lane, Galena, IL  61036",0.0,,,
154,154,5.68,"POLYGON ((738253.9379969144 4709398.646435816, 738053.2779969143 4709385.946435817, 738050.7379969144 4709359.276435816, 738054.5489969144 4709336.416435816, 738040.5779969144 4709311.016435816, 737997.3979969145 4709236.086435816, 737906.9459969144 4709232.751435816, 737859.6019969144 4709231.005435816, 737871.7289969143 4709330.040435816, 737883.6699969145 4709337.049435816, 737932.6979969144 4709354.699435816, 737993.4919969144 4709378.232435816, 738030.0989969145 4709388.038435816, 738071.9359969144 4709393.922435816, 738143.1889969144 4709399.803435816, 738253.8899969144 4709405.076435816, 738253.9379969144 4709398.646435816))",686,686,1374,Vervain 1,"OneEnergy Development, LLC",B,42.4998686,-90.1043682,2000.0,"6035 E Stagecoach Trail, Apple River, IL  61001",360,Waitlist,,,Yes,"6035 E Stagecoach Trail, Apple River, IL 61001, USA",ROOFTOP,street_address,"6035 E Stagecoach Trail, Apple River, IL  61001",0.0,,,
155,155,5.68,"POLYGON ((738253.9379969144 4709398.646435816, 738053.2779969143 4709385.946435817, 738050.7379969144 4709359.276435816, 738054.5489969144 4709336.416435816, 738040.5779969144 4709311.016435816, 737997.3979969145 4709236.086435816, 737906.9459969144 4709232.751435816, 737859.6019969144 4709231.005435816, 737871.7289969143 4709330.040435816, 737883.6699969145 4709337.049435816, 737932.6979969144 4709354.699435816, 737993.4919969144 4709378.232435816, 738030.0989969145 4709388.038435816, 738071.9359969144 4709393.922435816, 738143.1889969144 4709399.803435816, 738253.8899969144 4709405.076435816, 738253.9379969144 4709398.646435816))",465,465,3271,Vervain 2,"OneEnergy Development, LLC",B,42.4998686,-90.1043682,2000.0,"6035 E Stagecoach Trail, Apple River, IL  61001",99,Waitlist,,,Yes,"6035 E Stagecoach Trail, Apple River, IL 61001, USA",ROOFTOP,street_address,"6035 E Stagecoach Trail, Apple River, IL  61001",0.0,,,
156,156,11.54,"POLYGON ((744762.5589969144 4709121.463435817, 744601.7679969145 4709110.695435816, 744485.2609969144 4709103.699435816, 744384.6299969144 4709101.546435816, 744366.6019969144 4709093.474435817, 744361.2209969144 4709089.168435816, 744356.9149969144 4709082.712435816, 744347.7669969144 4709075.178435816, 744340.2329969144 4709066.029435816, 744332.6999969144 4709060.110435816, 744326.2419969144 4709057.419435816, 744317.6319969144 4709050.962435816, 744309.0219969144 4709042.890435816, 744295.5679969144 4709028.360435816, 744287.7649969144 4709014.906435817, 744286.1509969144 4709006.296435816, 744282.9219969144 4708999.300435816, 744275.3879969144 4708996.072435816, 744267.8539969143 4708991.228435816, 744256.5529969144 4708980.466435816, 744246.3289969144 4708964.322435816, 744231.7989969144 4708935.262435816, 744230.9919969144 4708925.576435816, 744228.8379969144 4708885.216435816, 744232.0679969144 4708878.758435817, 744247.6739969144 4708873.376435816, 744256.2839969144 4708864.227435816, 744259.7819969144 4708850.236435817, 744266.7779969143 4708845.931435816, 744276.4639969144 4708841.088435817, 744288.8409969144 4708834.630435816, 744293.6849969144 4708830.864435816, 744296.3749969144 4708819.563435816, 744297.9899969144 4708784.584435816, 744298.5279969143 4708750.143435816, 744302.8329969144 4708745.301435816, 744308.2139969144 4708739.380435816, 744313.5959969144 4708733.999435816, 744309.8289969144 4708731.845435816, 744305.5239969144 4708733.999435816, 744300.1419969144 4708735.613435816, 744296.9129969144 4708740.995435816, 744291.5329969143 4708746.914435816, 744287.2269969144 4708744.762435816, 744282.3839969144 4708737.229435816, 744274.3129969144 4708731.308435816, 744263.5489969144 4708727.003435817, 744255.4769969144 4708729.694435816, 744253.3239969144 4708737.229435816, 744252.2479969144 4708768.440435817, 744250.6339969144 4708782.968435816, 744246.3289969144 4708784.584435816, 744237.7179969144 4708785.660435816, 744226.9559969144 4708789.427435816, 744222.1109969144 4708789.427435816, 744216.1929969144 4708788.889435817, 744203.8159969144 4708787.273435816, 744198.4339969144 4708786.198435816, 744191.4389969144 4708782.431435816, 744189.8239969144 4708777.050435816, 744190.3619969144 4708761.981435816, 744191.8959969144 4708754.314435816, 744165.9019969144 4708778.621435816, 744173.0029969144 4708815.149435816, 744163.7399969144 4708854.598435816, 744183.6809969144 4708878.951435816, 744187.4909969145 4708929.752435816, 744230.6709969144 4708989.442435816, 744227.6639969144 4709002.502435816, 744191.2999969143 4708969.121435816, 744164.6309969143 4708942.451435816, 744141.4649969144 4708901.466435816, 744153.8349969144 4709095.486435817, 744159.2009969144 4709107.807435816, 744467.5119969144 4709120.269435816, 744498.5409969144 4709121.726435816, 744592.9079969143 4709126.159435816, 744711.7119969144 4709131.074435816, 744750.4549969144 4709132.197435816, 744761.8949969144 4709132.529435816, 744762.5589969144 4709121.463435817))",657,657,3269,Sorrel 2,"OneEnergy Development, LLC",B,42.4957766,-90.0224258,2000.0,"10200 E Stagecoach Trail, Warren, IL  61087",329,Waitlist,,,Yes,"10200 E Stagecoach Trail, Warren, IL 61087, USA",RANGE_INTERPOLATED,street_address,"10200 E Stagecoach Trail, Warren, IL  61087",0.0,,,
157,157,11.54,"POLYGON ((744762.5589969144 4709121.463435817, 744601.7679969145 4709110.695435816, 744485.2609969144 4709103.699435816, 744384.6299969144 4709101.546435816, 744366.6019969144 4709093.474435817, 744361.2209969144 4709089.168435816, 744356.9149969144 4709082.712435816, 744347.7669969144 4709075.178435816, 744340.2329969144 4709066.029435816, 744332.6999969144 4709060.110435816, 744326.2419969144 4709057.419435816, 744317.6319969144 4709050.962435816, 744309.0219969144 4709042.890435816, 744295.5679969144 4709028.360435816, 744287.7649969144 4709014.906435817, 744286.1509969144 4709006.296435816, 744282.9219969144 4708999.300435816, 744275.3879969144 4708996.072435816, 744267.8539969143 4708991.228435816, 744256.5529969144 4708980.466435816, 744246.3289969144 4708964.322435816, 744231.7989969144 4708935.262435816, 744230.9919969144 4708925.576435816, 744228.8379969144 4708885.216435816, 744232.0679969144 4708878.758435817, 744247.6739969144 4708873.376435816, 744256.2839969144 4708864.227435816, 744259.7819969144 4708850.236435817, 744266.7779969143 4708845.931435816, 744276.4639969144 4708841.088435817, 744288.8409969144 4708834.630435816, 744293.6849969144 4708830.864435816, 744296.3749969144 4708819.563435816, 744297.9899969144 4708784.584435816, 744298.5279969143 4708750.143435816, 744302.8329969144 4708745.301435816, 744308.2139969144 4708739.380435816, 744313.5959969144 4708733.999435816, 744309.8289969144 4708731.845435816, 744305.5239969144 4708733.999435816, 744300.1419969144 4708735.613435816, 744296.9129969144 4708740.995435816, 744291.5329969143 4708746.914435816, 744287.2269969144 4708744.762435816, 744282.3839969144 4708737.229435816, 744274.3129969144 4708731.308435816, 744263.5489969144 4708727.003435817, 744255.4769969144 4708729.694435816, 744253.3239969144 4708737.229435816, 744252.2479969144 4708768.440435817, 744250.6339969144 4708782.968435816, 744246.3289969144 4708784.584435816, 744237.7179969144 4708785.660435816, 744226.9559969144 4708789.427435816, 744222.1109969144 4708789.427435816, 744216.1929969144 4708788.889435817, 744203.8159969144 4708787.273435816, 744198.4339969144 4708786.198435816, 744191.4389969144 4708782.431435816, 744189.8239969144 4708777.050435816, 744190.3619969144 4708761.981435816, 744191.8959969144 4708754.314435816, 744165.9019969144 4708778.621435816, 744173.0029969144 4708815.149435816, 744163.7399969144 4708854.598435816, 744183.6809969144 4708878.951435816, 744187.4909969145 4708929.752435816, 744230.6709969144 4708989.442435816, 744227.6639969144 4709002.502435816, 744191.2999969143 4708969.121435816, 744164.6309969143 4708942.451435816, 744141.4649969144 4708901.466435816, 744153.8349969144 4709095.486435817, 744159.2009969144 4709107.807435816, 744467.5119969144 4709120.269435816, 744498.5409969144 4709121.726435816, 744592.9079969143 4709126.159435816, 744711.7119969144 4709131.074435816, 744750.4549969144 4709132.197435816, 744761.8949969144 4709132.529435816, 744762.5589969144 4709121.463435817))",716,716,2023,Sorrel 1,"OneEnergy Development, LLC",B,42.4957766,-90.0224258,2000.0,"10200 E Stagecoach Trail, Warren, IL  61087",394,Waitlist,,,Yes,"10200 E Stagecoach Trail, Warren, IL 61087, USA",RANGE_INTERPOLATED,street_address,"10200 E Stagecoach Trail, Warren, IL  61087",0.0,,,
158,158,19.65,"POLYGON ((752541.2169969144 4693843.945435816, 752574.2949969145 4693780.152435816, 752576.8349969144 4693693.792435816, 752172.4049969144 4693681.271435816, 752166.6229969144 4693681.093435816, 752164.0129969144 4693813.522435816, 752179.2229969144 4693807.907435816, 752191.6529969143 4693796.786435816, 752201.4649969144 4693787.629435816, 752211.9319969144 4693782.394435816, 752226.3239969144 4693769.965435816, 752246.6029969144 4693761.461435816, 752271.4609969144 4693752.957435817, 752293.0479969144 4693745.761435816, 752302.2069969143 4693741.836435816, 752313.3279969144 4693733.332435817, 752325.7569969144 4693720.903435816, 752342.7649969144 4693719.594435817, 752343.4189969144 4693728.098435816, 752338.1859969144 4693728.753435817, 752323.1399969144 4693741.836435816, 752310.7109969144 4693752.957435817, 752285.8539969143 4693815.103435816, 752264.2649969144 4693834.728435816, 752236.7899969144 4693860.240435816, 752225.6689969144 4693866.782435816, 752215.2029969144 4693877.248435816, 752204.7359969144 4693892.948435816, 752201.4649969144 4693901.452435816, 752204.0819969143 4693915.844435817, 752207.1339969144 4693923.721435816, 752497.3239969144 4693933.633435817, 752510.7949969145 4693914.773435816, 752515.8749969144 4693895.723435816, 752526.0349969144 4693865.242435816, 752538.7349969144 4693848.732435816, 752541.2169969144 4693843.945435816))",629,629,2306,Lena 2,"Dynamic Energy Solutions, LLC",B,42.356266399999996,-89.9358583,2000.0,"14375 US-20, Lena, IL  61048",298,Waitlist,,,Yes,"14375 US-20, Lena, IL 61048, USA",RANGE_INTERPOLATED,street_address,"14375 US-20, Lena, IL  61048",0.0,,,
159,159,19.65,"POLYGON ((752541.2169969144 4693843.945435816, 752574.2949969145 4693780.152435816, 752576.8349969144 4693693.792435816, 752172.4049969144 4693681.271435816, 752166.6229969144 4693681.093435816, 752164.0129969144 4693813.522435816, 752179.2229969144 4693807.907435816, 752191.6529969143 4693796.786435816, 752201.4649969144 4693787.629435816, 752211.9319969144 4693782.394435816, 752226.3239969144 4693769.965435816, 752246.6029969144 4693761.461435816, 752271.4609969144 4693752.957435817, 752293.0479969144 4693745.761435816, 752302.2069969143 4693741.836435816, 752313.3279969144 4693733.332435817, 752325.7569969144 4693720.903435816, 752342.7649969144 4693719.594435817, 752343.4189969144 4693728.098435816, 752338.1859969144 4693728.753435817, 752323.1399969144 4693741.836435816, 752310.7109969144 4693752.957435817, 752285.8539969143 4693815.103435816, 752264.2649969144 4693834.728435816, 752236.7899969144 4693860.240435816, 752225.6689969144 4693866.782435816, 752215.2029969144 4693877.248435816, 752204.7359969144 4693892.948435816, 752201.4649969144 4693901.452435816, 752204.0819969143 4693915.844435817, 752207.1339969144 4693923.721435816, 752497.3239969144 4693933.633435817, 752510.7949969145 4693914.773435816, 752515.8749969144 4693895.723435816, 752526.0349969144 4693865.242435816, 752538.7349969144 4693848.732435816, 752541.2169969144 4693843.945435816))",402,402,2264,Lena 1,"Dynamic Energy Solutions, LLC",B,42.356266399999996,-89.9358583,2000.0,"14375 US-20, Lena, IL  61048",31,Accepted,1.0,,Yes,"14375 US-20, Lena, IL 61048, USA",RANGE_INTERPOLATED,street_address,"14375 US-20, Lena, IL  61048",0.0,,,
160,160,1.42,"POLYGON ((741517.3869969144 4709003.410435816, 741421.7579969144 4708998.874435816, 741255.3809969143 4708992.990435816, 741225.1939969144 4708991.923435817, 741142.6119969144 4708989.002435816, 741117.0159969144 4708984.813435816, 741140.4219969144 4708636.297435816, 741136.7649969144 4708635.648435816, 741126.1349969144 4708778.060435816, 741124.9389969144 4708794.086435816, 741110.1989969144 4708991.563435816, 741109.5909969144 4708996.606435816, 741112.2379969144 4708996.703435816, 741252.2299969144 4709002.367435816, 741516.7469969144 4709013.129435816, 741517.3869969144 4709003.410435816))",494,494,2009,Hyacinth,"OneEnergy Development, LLC",B,42.4957218,-90.0640949,2000.0,"8088 E Stagecoach Trail, Warren, IL  61087",135,Waitlist,,,Yes,"8088 E Stagecoach Trail, Warren, IL 61087, USA",RANGE_INTERPOLATED,street_address,"8088 E Stagecoach Trail, Warren, IL  61087",0.0,,,
161,161,14.55,"POLYGON ((745906.2049969144 4692871.099435817, 745944.2849969144 4692857.350435816, 745969.6119969144 4692852.638435816, 746015.0129969144 4692850.007435816, 746142.0129969144 4692843.657435816, 746186.4629969144 4692841.116435817, 746262.6639969144 4692827.147435816, 746256.3139969144 4692712.847435816, 746201.7039969144 4692715.387435816, 746202.5649969144 4692697.480435817, 746207.0949969144 4692622.594435817, 745928.9649969144 4692753.404435816, 745911.1849969144 4692808.014435817, 745895.9439969144 4692818.173435817, 745823.3619969144 4692812.765435816, 745788.9899969144 4692792.551435816, 745786.0439969144 4692840.653435816, 745784.3709969145 4692868.084435816, 745836.4659969144 4692872.749435816, 745906.6169969144 4692856.243435816, 745906.2049969144 4692871.099435817))",418,418,1581,Brewster CS,IGS Solar LLC,B,42.348302399999994,-90.0109081,1850.0,"300 West Railroad Avenue - CS, Stockton, IL  61085",49,Accepted,1.0,,Yes,"300 W Railroad Ave, Stockton, IL 61085, USA",ROOFTOP,"establishment,point_of_interest","300 West Railroad Avenue - CS, Stockton, IL  61085",0.0,,,
162,162,115.09,"POLYGON ((716869.5769969143 4699717.376435816, 716877.8769969144 4699537.652435816, 716706.3819969144 4699538.305435816, 716698.7619969144 4699524.335435816, 716706.3819969144 4699484.965435816, 716709.6839969144 4699470.930435816, 716711.4619969144 4699463.375435816, 716707.6519969144 4699453.215435816, 716706.6519969144 4699453.215435816, 716700.0319969144 4699453.215435816, 716689.8719969144 4699458.295435816, 716682.2519969144 4699473.535435816, 716675.9019969144 4699478.615435816, 716660.6609969144 4699478.615435816, 716650.5019969144 4699486.235435816, 716654.3119969144 4699498.935435816, 716658.1219969144 4699514.175435816, 716654.3119969144 4699524.335435816, 716645.4229969144 4699533.225435816, 716340.6659969144 4699488.122435817, 716349.5109969144 4699431.625435816, 716355.9059969144 4699417.002435816, 716439.6809969144 4699384.636435816, 716444.7609969144 4699312.245435816, 716344.4309969144 4699312.245435816, 716345.7009969144 4699218.265435816, 716368.5609969144 4699189.055435816, 716369.8309969144 4699139.524435816, 716838.5359969144 4699151.591435816, 716834.9039969144 4699212.613435816, 716897.3799969144 4699214.067435816, 716903.0669969145 4699150.645435817, 716798.8329969144 4699145.320435816, 716789.2639969144 4699144.831435816, 716783.4819969144 4699144.536435816, 716604.0939969145 4699138.780435816, 716521.6849969144 4699136.136435816, 716207.9059969144 4699124.284435816, 716200.6969969145 4699089.115435816, 716189.0739969144 4699059.329435816, 716178.9029969143 4699026.638435816, 716176.7229969144 4698924.933435816, 716296.5909969144 4698919.848435816, 716305.3089969144 4698925.659435816, 716303.8559969144 4699055.696435817, 716525.4589969144 4699063.854435816, 716527.1479969145 4699031.515435816, 716534.5039969144 4698890.665435816, 716546.9249969143 4698652.829435816, 716553.9859969144 4698506.174435816, 716555.1439969144 4698495.430435816, 716553.8629969144 4698481.221435816, 716462.5029969144 4698477.288435816, 716295.8649969144 4698473.070435816, 716282.7879969144 4698497.769435816, 716282.0619969144 4698511.574435816, 716290.0529969144 4698527.555435816, 716287.8739969144 4698537.725435816, 716277.9509969144 4698545.890435816, 716281.6989969144 4698556.250435816, 716272.9809969144 4698567.146435816, 716256.9499969144 4698570.165435816, 716246.1019969144 4698583.856435816, 716246.1019969144 4698598.386435816, 716265.6909969144 4698597.233435816, 716296.1709969144 4698603.584435816, 716317.7609969144 4698621.363435816, 716341.9949969144 4698649.965435816, 716339.8159969144 4698672.484435816, 716330.4609969144 4698711.534435816, 716310.1409969144 4698777.574435816, 716284.9679969144 4698806.519435816, 716215.2269969144 4698823.954435816, 716165.0999969144 4698830.492435816, 716160.2809969144 4698745.824435816, 716171.7109969144 4698729.314435816, 716176.3609969144 4698700.818435816, 716166.9169969144 4698683.382435816, 716156.7469969144 4698676.844435817, 716156.4709969144 4698658.193435816, 716169.1709969144 4698579.453435816, 716171.7109969144 4698522.303435816, 716169.3959969144 4698470.209435816, 716163.8069969144 4698470.074435816, 716160.7419969144 4698470.891435816, 716164.3739969144 4698481.061435816, 716164.3739969144 4698532.640435816, 716161.4679969144 4698585.672435816, 716151.2979969144 4698640.884435816, 716145.0409969144 4698693.754435816, 716130.5929969144 4698700.091435816, 716127.3239969144 4698730.966435816, 716137.4949969144 4698741.863435816, 716145.4939969144 4698744.023435816, 716152.6609969144 4698747.094435817, 716154.2029969144 4698816.689435816, 716160.7419969144 4698829.765435816, 716165.3599969144 4698943.944435816, 716172.9819969144 4699022.684435816, 716198.3809969143 4699116.664435816, 716141.4899969144 4699066.957435817, 716030.7409969145 4698979.504435816, 716020.5809969144 4698839.804435817, 716049.7909969144 4698805.514435817, 716048.5209969144 4698792.814435816, 716035.8209969144 4698785.194435816, 715923.1379969144 4698793.585435816, 715914.0049969144 4698848.704435816, 715868.9029969143 4699120.896435816, 716199.3829969144 4699131.668435816, 716206.6359969144 4699131.904435816, 716175.5659969144 4699216.342435816, 716209.4499969144 4699222.596435816, 716215.2269969144 4699230.049435816, 716223.9449969144 4699230.049435816, 716231.9359969144 4699238.767435816, 716260.9759969144 4699238.030435816, 716266.8069969144 4699243.126435816, 716273.3429969144 4699243.851435816, 716282.7879969144 4699232.229435816, 716295.8649969144 4699233.682435816, 716265.0559969144 4699350.345435816, 716221.7649969144 4699344.105435817, 716141.8539969143 4699561.319435816, 716124.4179969144 4699562.045435816, 716103.3509969144 4699559.866435817, 716094.6949969144 4699546.022435816, 716088.8189969144 4699665.282435816, 716084.1269969144 4699778.953435816, 716197.1559969144 4699780.223435816, 716450.8429969144 4699786.061435816, 716484.1309969143 4699785.956435816, 716488.5759969144 4699713.566435816, 716869.5769969143 4699717.376435816))",70,70,4046,Lake Galena Solar Farm,"Bluestem Energy Solutions, LLC",A,42.4144284,-90.3711723,1660.0,"7506 W. Heller Lane, Galena, IL  61036",89,Waitlist,,Lake Galena Project,Yes,"7506 W Heller Ln, Galena, IL 61036, USA",ROOFTOP,street_address,"7506 W. Heller Lane, Galena, IL  61036",0.0,,,
